"","sector","kwh_delivered","util_reported_co2e","mWh_delivered","city_name","utility_name","year","source","sector_mapped","ctu_class","ctu_name"
"1099","Street Lighting - Metered",18498,6.75177,18.498,"City of Coon Rapids","Xcel Energy",2018,"Electricity","commercial","CITY","Coon Rapids"
"1100","Street Lighting - Non-Metered/Customer Owned",234520,85.5998,234.52,"City of Coon Rapids","Xcel Energy",2018,"Electricity","commercial","CITY","Coon Rapids"
"1101","Street Lighting - Non-Metered/Xcel-Owned",278729,101.736085,278.729,"City of Coon Rapids","Xcel Energy",2018,"Electricity","commercial","CITY","Coon Rapids"
"1102","Business",3720617,1358.025205,3720.617,"City of Corcoran","Xcel Energy",2018,"Electricity","Business","CITY","Corcoran"
"1103","Residential",6688195,2441.191175,6688.195,"City of Corcoran","Xcel Energy",2018,"Electricity","residential","CITY","Corcoran"
"1104","Street Lighting - Metered",1305,0.476325,1.305,"City of Corcoran","Xcel Energy",2018,"Electricity","commercial","CITY","Corcoran"
"1105","Street Lighting - Non-Metered/Xcel-Owned",8373,3.056145,8.373,"City of Corcoran","Xcel Energy",2018,"Electricity","commercial","CITY","Corcoran"
"1106","Business *",96313149,35154.299385,96313.149,"City of Cottage Grove","Xcel Energy",2018,"Electricity","Business","CITY","Cottage Grove"
"1107","Residential",116385497,42480.706405,116385.497,"City of Cottage Grove","Xcel Energy",2018,"Electricity","residential","CITY","Cottage Grove"
"1108","Street Lighting - Metered",611132,223.06318,611.132,"City of Cottage Grove","Xcel Energy",2018,"Electricity","commercial","CITY","Cottage Grove"
"1109","Street Lighting - Non-Metered/Customer Owned",606016,221.19584,606.016,"City of Cottage Grove","Xcel Energy",2018,"Electricity","commercial","CITY","Cottage Grove"
"1110","Street Lighting - Non-Metered/Xcel-Owned",171792,62.70408,171.792,"City of Cottage Grove","Xcel Energy",2018,"Electricity","commercial","CITY","Cottage Grove"
"1111","Business *",3081872,1124.88328,3081.872,"City of Cottonwood","Xcel Energy",2018,"Electricity","Business","CITY","Cottonwood"
"1112","Residential",5998116,2189.31234,5998.116,"City of Cottonwood","Xcel Energy",2018,"Electricity","residential","CITY","Cottonwood"
"1113","Street Lighting - Metered",27548,10.05502,27.548,"City of Cottonwood","Xcel Energy",2018,"Electricity","commercial","CITY","Cottonwood"
"1114","Street Lighting - Non-Metered/Xcel-Owned",29852,10.89598,29.852,"City of Cottonwood","Xcel Energy",2018,"Electricity","commercial","CITY","Cottonwood"
"1115","Business",45897112,16752.44588,45897.112,"City of Crystal","Xcel Energy",2018,"Electricity","Business","CITY","Crystal"
"1116","Residential",67735537,24723.471005,67735.537,"City of Crystal","Xcel Energy",2018,"Electricity","residential","CITY","Crystal"
"1117","Street Lighting - Metered",145569,53.132685,145.569,"City of Crystal","Xcel Energy",2018,"Electricity","commercial","CITY","Crystal"
"1118","Street Lighting - Non-Metered/Customer Owned",60549,22.100385,60.549,"City of Crystal","Xcel Energy",2018,"Electricity","commercial","CITY","Crystal"
"1119","Street Lighting - Non-Metered/Xcel-Owned",139314,50.84961,139.314,"City of Crystal","Xcel Energy",2018,"Electricity","commercial","CITY","Crystal"
"1120","Business *",5612710,2048.63915,5612.71,"City of Dayton","Xcel Energy",2018,"Electricity","Business","CITY","Dayton"
"1121","Residential",7721858,2818.47817,7721.858,"City of Dayton","Xcel Energy",2018,"Electricity","residential","CITY","Dayton"
"1122","Street Lighting - Metered",4857,1.772805,4.857,"City of Dayton","Xcel Energy",2018,"Electricity","commercial","CITY","Dayton"
"1123","Street Lighting - Non-Metered/Xcel-Owned",1079,0.393835,1.079,"City of Dayton","Xcel Energy",2018,"Electricity","commercial","CITY","Dayton"
"1124","Business *",3667233,1338.540045,3667.233,"City of Deephaven","Xcel Energy",2018,"Electricity","Business","CITY","Deephaven"
"1125","Residential",21954176,8013.27424,21954.176,"City of Deephaven","Xcel Energy",2018,"Electricity","residential","CITY","Deephaven"
"1126","Street Lighting - Metered",1072,0.39128,1.072,"City of Deephaven","Xcel Energy",2018,"Electricity","commercial","CITY","Deephaven"
"1127","Street Lighting - Non-Metered/Customer Owned",8245,3.009425,8.245,"City of Deephaven","Xcel Energy",2018,"Electricity","commercial","CITY","Deephaven"
"1128","Street Lighting - Non-Metered/Xcel-Owned",48656,17.75944,48.656,"City of Deephaven","Xcel Energy",2018,"Electricity","commercial","CITY","Deephaven"
"1129","Business *",NA,NA,NA,"City of Delano","Xcel Energy",2018,"Electricity","Business","CITY","Delano"
"1130","Residential",NA,NA,NA,"City of Delano","Xcel Energy",2018,"Electricity","residential","CITY","Delano"
"1131","Street Lighting - Metered",16,0.00584,0.016,"City of Delano","Xcel Energy",2018,"Electricity","commercial","CITY","Delano"
"1132","Business *",279701,102.090865,279.701,"City of Dellwood","Xcel Energy",2018,"Electricity","Business","CITY","Dellwood"
"1133","Residential",7828762,2857.49813,7828.762,"City of Dellwood","Xcel Energy",2018,"Electricity","residential","CITY","Dellwood"
"1134","Street Lighting - Non-Metered/Xcel-Owned",10596,3.86754,10.596,"City of Dellwood","Xcel Energy",2018,"Electricity","commercial","CITY","Dellwood"
"1135","Business",351715631,128376.205315,351715.631,"City of Eagan","Xcel Energy",2018,"Electricity","Business","CITY","Eagan"
"1136","Residential",29509771,10771.066415,29509.771,"City of Eagan","Xcel Energy",2018,"Electricity","residential","CITY","Eagan"
"1137","Street Lighting - Metered",256063,93.462995,256.063,"City of Eagan","Xcel Energy",2018,"Electricity","commercial","CITY","Eagan"
"1138","Street Lighting - Non-Metered/Customer Owned",4378,1.59797,4.378,"City of Eagan","Xcel Energy",2018,"Electricity","commercial","CITY","Eagan"
"1139","Street Lighting - Non-Metered/Xcel-Owned",195253,71.267345,195.253,"City of Eagan","Xcel Energy",2018,"Electricity","commercial","CITY","Eagan"
"1140","Residential",NA,NA,NA,"City of East Bethel-Anoka","Xcel Energy",2018,"Electricity","residential","CITY","East Bethel-Anoka"
"1141","Commercial",144359770,52691.31605,144359.77,"City of Eden Prairie","Xcel Energy",2018,"Electricity","commercial","CITY","Eden Prairie"
"1142","Industrial",396558453,144743.835345,396558.453,"City of Eden Prairie","Xcel Energy",2018,"Electricity","industrial","CITY","Eden Prairie"
"1143","Residential",205535644.01,75020.51006365,205535.64401,"City of Eden Prairie","Xcel Energy",2018,"Electricity","residential","CITY","Eden Prairie"
"1144","Street Lighting - Metered",826709,301.748785,826.709,"City of Eden Prairie","Xcel Energy",2018,"Electricity","commercial","CITY","Eden Prairie"
"1145","Street Lighting - Non-Metered/Customer Owned",153279,55.946835,153.279,"City of Eden Prairie","Xcel Energy",2018,"Electricity","commercial","CITY","Eden Prairie"
"1146","Street Lighting - Non-Metered/Xcel-Owned",2020380,737.4387,2020.38,"City of Eden Prairie","Xcel Energy",2018,"Electricity","commercial","CITY","Eden Prairie"
"1147","Commercial",132963732.07,48531.76220555,132963.73207,"City of Edina","Xcel Energy",2018,"Electricity","commercial","CITY","Edina"
"1148","Industrial",227198631,82927.500315,227198.631,"City of Edina","Xcel Energy",2018,"Electricity","industrial","CITY","Edina"
"1149","Residential",202923580.01,74067.10670365,202923.58001,"City of Edina","Xcel Energy",2018,"Electricity","residential","CITY","Edina"
"1150","Street Lighting - Metered",497550,181.60575,497.55,"City of Edina","Xcel Energy",2018,"Electricity","commercial","CITY","Edina"
"1151","Street Lighting - Non-Metered/Customer Owned",165732,60.49218,165.732,"City of Edina","Xcel Energy",2018,"Electricity","commercial","CITY","Edina"
"1152","Street Lighting - Non-Metered/Xcel-Owned",863977,315.351605,863.977,"City of Edina","Xcel Energy",2018,"Electricity","commercial","CITY","Edina"
"1153","Commercial",NA,NA,NA,"City of Elk River","Xcel Energy",2018,"Electricity","commercial","CITY","Elk River"
"1154","Residential",NA,NA,NA,"City of Elk River","Xcel Energy",2018,"Electricity","residential","CITY","Elk River"
"1155","Street Lighting - Non-Metered/Xcel-Owned",2789,1.017985,2.789,"City of Elk River","Xcel Energy",2018,"Electricity","commercial","CITY","Elk River"
"1156","Business *",2283841,833.601965,2283.841,"City of Elko New Market","Xcel Energy",2018,"Electricity","Business","CITY","Elko New Market"
"1157","Residential",8981997,3278.428905,8981.997,"City of Elko New Market","Xcel Energy",2018,"Electricity","residential","CITY","Elko New Market"
"1158","Street Lighting - Non-Metered/Xcel-Owned",51577,18.825605,51.577,"City of Elko New Market","Xcel Energy",2018,"Electricity","commercial","CITY","Elko New Market"
"1159","Business *",NA,NA,NA,"City of Eureka Township","Xcel Energy",2018,"Electricity","Business","CITY","Eureka Township"
"1160","Residential",NA,NA,NA,"City of Eureka Township","Xcel Energy",2018,"Electricity","residential","CITY","Eureka Township"
"1161","Business",14133911,5158.877515,14133.911,"City of Excelsior","Xcel Energy",2018,"Electricity","Business","CITY","Excelsior"
"1162","Residential",8138493,2970.549945,8138.493,"City of Excelsior","Xcel Energy",2018,"Electricity","residential","CITY","Excelsior"
"1163","Street Lighting - Metered",30627,11.178855,30.627,"City of Excelsior","Xcel Energy",2018,"Electricity","commercial","CITY","Excelsior"
"1164","Street Lighting - Non-Metered/Customer Owned",60764,22.17886,60.764,"City of Excelsior","Xcel Energy",2018,"Electricity","commercial","CITY","Excelsior"
"1165","Street Lighting - Non-Metered/Xcel-Owned",30071,10.975915,30.071,"City of Excelsior","Xcel Energy",2018,"Electricity","commercial","CITY","Excelsior"
"1166","Business *",6169253.97,2251.77769905,6169.25397,"City of Falcon Heights","Xcel Energy",2018,"Electricity","Business","CITY","Falcon Heights"
"1167","Residential",12643535.01,4614.89027865,12643.53501,"City of Falcon Heights","Xcel Energy",2018,"Electricity","residential","CITY","Falcon Heights"
"1168","Street Lighting - Metered",27251,9.946615,27.251,"City of Falcon Heights","Xcel Energy",2018,"Electricity","commercial","CITY","Falcon Heights"
