Year,County,Landfill,WTE,Onsite,MSW_Compost,Organics,Recycling,Recycling_Rate
2005,Goodhue,9342.34,15155.03,419.75,0,300,9384.561491,0.279887019
2006,Goodhue,7812.72,22210.05,419.75,0,350,9414.946328,0.242864006
2007,Goodhue,7097.51,19377.4,419.75,0,350,11279.51878,0.301875839
2008,Goodhue,5280.98,20966.33,419.75,0,350,12214.21999,0.320260262
2009,Goodhue,4164.5,21888.8,419.75,0,350,12783.79998,0.331604255
2010,Goodhue,2175,22865.86,419.75,0,241.5,12971.86065,0.341660306
2011,Goodhue,3593.52,22474.58,419.75,0,242,12925.6724,0.332051417
2012,Goodhue,5004.95,21314.26,419.75,0,249.26,13145.61415,0.333755158
2013,Goodhue,6524.15,17906.36,419.75,0,802,12499.30764,0.348643803
2014,Goodhue,3953,11491,419.75,0,1200,23452.41,0.608458699
2015,Goodhue,6053,20521,419.75,0,1574,11131.89,0.320050509
2016,Goodhue,3955,21120,419.75,0,900,9916.59,0.297884628
2017,Goodhue,6008,22280,419.75,0,8900,10259.05,0.40025759
2018,Goodhue,5559,18678,419.75,0,7232.94,10870.1,0.423365971
2019,Goodhue,5969.35,20894.65,419.75,0,7135.17,8650.95,0.366523512
2020,Goodhue,2559.07,20745.32,419.75,0,4286.41,9441.9,0.366553056
2021,Goodhue,337.46,23812.58,419.75,0,4973.8,12310.82,0.412970103
2022,Goodhue,411.61,20727.29,419.75,0,15277.98,10611.86,0.545640968
2023,Goodhue,624.18,26589,419.75,0,7498.34,11399.22,0.406132839
1991,Grant,0,1934,915.47475,0,0,439.76462,0.133697968
1992,Grant,0,1857.47,891.96875,0,0,460.21926,0.143385762
1993,Grant,0,2263.5,889.45025,0,0,461.1037992,0.127586304
1994,Grant,0,1940.3,886.93175,0,0,727.8506468,0.20473524
1995,Grant,0,2090.3,884.41325,0,0,830.07,0.218164859
1996,Grant,0,2005,810.957,0,0,680.51,0.194627892
1997,Grant,0,2143,803.82125,0,0,674.2499997,0.186201804
1998,Grant,0,2192,796.6855,0,0,639.8935319,0.176348242
1999,Grant,0,2283,789.54975,0,0,634.3545368,0.171127844
2000,Grant,0,2165,782.414,0,0,658.2533686,0.182560758
2001,Grant,0,2205.5,782.414,0,0,701.607084,0.190162102
2002,Grant,0,2165.03,782.414,0,0,706.0083301,0.193244161
2003,Grant,0,2059,770.661,0,0,764.3399976,0.212671059
2004,Grant,0,2172.85,764.7845,0,0,782.1100015,0.210259065
2005,Grant,0,2077.6,758.908,0,0,896.7200005,0.240199634
2006,Grant,0,2014.57,753.0315,0,0,799.1300003,0.224051068
2007,Grant,0,2037.22,747.57475,0,0,760.0300031,0.214405522
2008,Grant,0,2023.8,741.69825,0,0,758.7649998,0.215297481
2009,Grant,0,2230.54,741.69825,0,0,716.29,0.194193985
2010,Grant,0,1976.72,730.365,0,0,630.6424862,0.188943672
2011,Grant,0,2014.97,730.365,0,0,618.83,0.183947577
2012,Grant,0,1988.11,730.365,0,0,625.7699994,0.187118468
2013,Grant,0,2084,730.365,0,0,605.9866189,0.177170854
2014,Grant,0,2288,377.78,0,0,640.23,0.193656402
2015,Grant,0,2284,322.79,0,0,703.87,0.212607154
2016,Grant,0,2332,319.43,0,0,716.48,0.212737276
2017,Grant,0,2379.9,316.07175,0,287.5,659.54,0.259960732
2018,Grant,0,2365.42,312.71375,0,373.08,713.85,0.288688339
2019,Grant,0,2476.58,309.35575,0,498.42,729.02,0.305837299
2020,Grant,0,2632.49,305.99775,0,731,726.96,0.331622274
2021,Grant,0,2744,302.22,0,456.47,821.89,0.295603272
2022,Grant,0,2647.64,298.862,0,403.65,949.94,0.314781637
2023,Grant,0,2646.05,298.862,0,432.5,983.45,0.32469498
1991,Hennepin,113041,600706,0,0,363.1,128567.0232,0.153000621
1992,Hennepin,0,700294,0,468,15653,263106.5771,0.28458748
1993,Hennepin,245,687883,0,953,15637,275864.325,0.297273689
1994,Hennepin,155353,573829,0,144,15547,273050.5316,0.283515925
1995,Hennepin,166271,585909,0,38,23332,278004.59,0.286018962
1996,Hennepin,208690,573094,0,9673,38197,294964.5,0.296244015
1997,Hennepin,309253,535477,0,0,43734,272828.7185,0.272595112
1998,Hennepin,356320,528968,0,0,39651,274263.2503,0.261769231
1999,Hennepin,376334,528547,0,0,32450,279603,0.256425574
2000,Hennepin,430662,508726,0,0,28209,280901.6965,0.247585918
2001,Hennepin,477714,508287,0,0,28901,277388.3999,0.237012826
2002,Hennepin,456477,503009,0,0,29379,279414,0.243474031
2003,Hennepin,513092,492510,0,0,43687,260270.4739,0.232106659
2004,Hennepin,471352,476284,0,0,43907,270884.1761,0.249353929
2005,Hennepin,490704,493270,0,0,50364.26,260294.8272,0.239959175
2006,Hennepin,504707,477523,0,0,54476,257661.044,0.241150333
2007,Hennepin,479955,502850,0,0,40417,270208.0362,0.240156041
2008,Hennepin,366814,487401,0,0,18786,259350.0634,0.245627061
2009,Hennepin,355077,429051,0,0,42872,257147.0737,0.276732817
2010,Hennepin,414457,352052,0,0,49972,259924,0.287899071
2011,Hennepin,349395,399876,0,0,47290,260420.23,0.291121754
2012,Hennepin,300201,448269,0,0,49638,301312.3209,0.319213966
2013,Hennepin,261300,473068,0,0,45010,275874.1675,0.304082927
2014,Hennepin,259342,508118,0,0,42784,263346,0.285146099
2015,Hennepin,246907,479002,0,0,41709,291306,0.314484326
2016,Hennepin,252538,438999,0,0,140130,279050,0.377395862
2017,Hennepin,283784,436415,0,0,131061,374694,0.412539948
2018,Hennepin,295621,446948,0,0,133542.99,383064.36,0.410274026
2019,Hennepin,429960,332794,0,0,149864.62,339655.86,0.390905099
2020,Hennepin,391562,328210,0,0,196088,336615,0.425320266
2021,Hennepin,442188.61,355435.96,0,0,163940.72,342392.05,0.388304705
2022,Hennepin,357157,377125,0,0,168311,374717,0.425134071
2023,Hennepin,380911,379590,0,0,190057.42,372181.88,0.425056453
1991,Houston,325,3460,933.524,0,0,1276.82026,0.212968631
1992,Houston,462,3979,686.29125,0,0,1648.05374,0.243242778
1993,Houston,454,4223,671.6,0,0,2736.952251,0.338499111
1994,Houston,537,4742.35,503.7,0,0,2045.550667,0.261291993
1995,Houston,520.8,4506.8,503.7,0,0,2190.49,0.283676453
1996,Houston,620.8,4654.9,503.7,0,0,2007.46,0.257800962
1997,Houston,757.67,4392,503.7,0,998.5,2074.952221,0.35218458
1998,Houston,779.75,4448.7,503.7,0,436,2209.745941,0.315800764
1999,Houston,832.34,4981.43,503.7,0,218,2659.271103,0.312925733
2000,Houston,731.14,5150.4,503.7,0,0,2404.765619,0.273579531
2001,Houston,911.89,5835.99,503.7,0,0,3224.01764,0.307764554
2002,Houston,858.56,4730.3,503.7,0,0,2614.287727,0.300256512
2003,Houston,949.4,5158,503.7,0,0,2960.265807,0.30928353
2004,Houston,994,4930,503.7,0,0,2395.856984,0.27152961
2005,Houston,821,4059,503.7,0,0,2070.078007,0.277721983
2006,Houston,976.46,4296.99,503.7,0,0,2086.706508,0.265354093
2007,Houston,1294,4393,503.7,0,0,2119.971986,0.255090321
2008,Houston,406,4633,545.675,0,0,2358.328008,0.296906347
2009,Houston,377,4110.6,545.675,0,0,2591.510002,0.339879748
2010,Houston,1319.98,4954.89,545.675,0,0,2099.562005,0.235374083
2011,Houston,2809.02,6616.13,167.9,0,0,1656.450009,0.147246545
2012,Houston,2712,6184.11,167.9,0,0,3150.722512,0.257944454
2013,Houston,3041.85,6478.86,167.9,0,0,3509.200004,0.265892599
2014,Houston,2038,5815,167.9,0,813,3865.59,0.368407708
2015,Houston,2120,6651,168,0,820,3779.59,0.33973922
2016,Houston,1941,7030,92.35,0,918.51,3726.85,0.338861935
2017,Houston,3949.02,6042.29,92.345,0,825,3951.05,0.321409476
2018,Houston,4644,5641.26,92.345,0,0,3254.92,0.238761345
2019,Houston,2140,5547.08,92.345,0,5.33,2590.03,0.250160365
2020,Houston,4169.37,6676.98,92.345,0,0,2872.75,0.207997787
2021,Houston,1466.08,6182.97,92.345,0,9.04,2457.05,0.24159624
2022,Houston,1231.26,6307.71,94.44375,0,0,2203.6,0.224011072
2023,Houston,1241.76,6447.7,96.5425,0,0,2212.42,0.221276906
1991,Hubbard,50.88,7174.8,1862.43075,0,0,1706.74768,0.158107463
1992,Hubbard,18.5,7450.68,1846.9,0,0,1711.96864,0.155237676
1993,Hubbard,85,7785,1343.2,0,0,1449.773221,0.135963318
1994,Hubbard,2126.35,6309.57,1230.707,0,0,2198.262393,0.185274579
1995,Hubbard,1848,7364,146.9125,0,0,4093.52,0.304295896
1996,Hubbard,1498.3,7284.76,146.9125,0,0,4659.44,0.342872806
1997,Hubbard,1576,8088,142.715,0,0,6180.0116,0.38657142
1998,Hubbard,105.23,10539.7,62.9625,0,0,5231.139999,0.328196834
1999,Hubbard,5998.24,5195,0,0,0,5804.744996,0.341496065
2000,Hubbard,6450,5025,0,0,0,3942.025953,0.255693022
2001,Hubbard,0,11787,0,0,0,4822.738078,0.290356058
2002,Hubbard,12235.71,0,0,0,10,4872.036309,0.285203217
2003,Hubbard,12904.93,0,0,0,0,6984.045835,0.351151607
2004,Hubbard,13939.29,0,0,0,0,6389.258604,0.314299792
2005,Hubbard,14811.45,0,0,0,12,7166.530002,0.326445499
2006,Hubbard,15038.71,0,0,0,84.04,6203.751639,0.29483465
2007,Hubbard,15514.99,0,0,0,51.78,7866.87,0.337918053
2008,Hubbard,14646.72,0,0,0,62,5111.299997,0.261013864
2009,Hubbard,14148.21,0,0,0,0,5180.129999,0.268006978
2010,Hubbard,13667.44,0,0,0,39.25,4733.443054,0.258820966
2011,Hubbard,13605.36,0,0,0,68.5,4856.28872,0.265771678
2012,Hubbard,13488.29,0,0,0,24.4,4087.773996,0.23364009
2013,Hubbard,13582.6,0,0,0,48.75,5008.649053,0.271319705
2014,Hubbard,14158,0,0,0,170,4499.08,0.247998096
2015,Hubbard,13931,0,0,0,162.3,4939.11,0.268038047
2016,Hubbard,14817,0,0,0,137.53,5181.15,0.26414206
2017,Hubbard,15406,112,0,0,100,6125.14,0.286303634
2018,Hubbard,14613,749.45,0,0,205.6,5901.56,0.284456029
2019,Hubbard,11592.98,3521.96,0,0,318.63,6067.87,0.297026618
2020,Hubbard,10497.76,5293.43,0,0,1089.68,6413.97,0.3221164
2021,Hubbard,11995.16,5096.19,0,0,1634.43,10452.93,0.414252721
2022,Hubbard,10989.05,5518.45,0,0,1312.3,12490.01,0.455374349
2023,Hubbard,12108.24,5472.55,0,0,1387.87,12889.65,0.448156855
1991,Isanti,6913.12,0,1422.113,0,0,1578.14648,0.159193591
1992,Isanti,10187.8,0,1427.15,0,0,1741.08056,0.130359133
1993,Isanti,0,0,1427.15,9676.28,0,1466.47947,0.116665874
1994,Isanti,10080.3,0,2981.0645,0,0,1329.442471,0.092381371
1995,Isanti,0,0,2981.0645,8554.13,76.8,2740.93,0.196317482
1996,Isanti,0,0,2981.0645,12228.83,109.83,3990.14,0.212325156
1997,Isanti,0,0,2981.0645,11871.45,114.07,4176.59001,0.22413524
1998,Isanti,12151.52,0,2981.0645,0,124.18,4409.441018,0.230528508
1999,Isanti,13211.87,0,2981.0645,0,136.47,4950.110014,0.239036469
2000,Isanti,15661.42,0,2980.225,0,142.5,4025.586244,0.182732808
2001,Isanti,19534.73,0,3001.2125,0,0,7786.115993,0.256780587
2002,Isanti,21562.8,0,2728.375,0,115.78,13420.70378,0.357846196
2003,Isanti,23136.87,0,2728.375,0,119.25,12906.95398,0.334937482
2004,Isanti,23010.08,0,2728.375,0,120,8333.576498,0.247238205
2005,Isanti,23084.33,0,2728.375,0,0,5371.202531,0.172242767
2006,Isanti,22720.68,0,1930.85,0,0,6648.896186,0.212421906
2007,Isanti,21938,0,1259.25,0,0,11075.97553,0.323167002
2008,Isanti,21108.84,23,1259.25,0,463.52,9953.973659,0.317523419
2009,Isanti,21635.73,2.5,1259.25,0,486,9553.320083,0.304805569
2010,Isanti,23919.32,0,1259.25,0,484.5,10622.39001,0.306097539
2011,Isanti,23417.63,0,419.75,0,383,11634.28919,0.335166645
2012,Isanti,23904.41,0,419.75,0,621.78,13996.56643,0.375382783
2013,Isanti,24412.54,0,419.75,0,540.4,16434.13999,0.406023131
2014,Isanti,24739,0,419.75,0,236.95,11026.75,0.309251574
2015,Isanti,25867.87,0,419.75,0,276.19,7036.41,0.21763548
2016,Isanti,24294.73,0,419.75,0,269.66,6954.85,0.226197197
2017,Isanti,22801,0,419.75,0,192.6,9582.5,0.296252407
2018,Isanti,22907,0,419.75,0,203.33,8474.92,0.271152945
2019,Isanti,27582,0,419.75,0,311.53,4310.49,0.141676452
2020,Isanti,29908.06,0,419.75,0,403.59,7039.28,0.19705417
2021,Isanti,29908.06,0,419.75,0,365.16,5860.59,0.170318568
2022,Isanti,32430,0,419.75,0,961.06,4526.19,0.143131961
2023,Isanti,36351,0,419.75,0,703.52,11989.9,0.256618478
1991,Itasca,14953,0,466.34225,0,0,3523.96992,0.186027126
1992,Itasca,15530,0,464.2435,0,0,4046.23616,0.201903159
1993,Itasca,18029,0,466.34225,0,0,5008.702756,0.213099607
1994,Itasca,14054,3913,466.34225,0,0,6303.031003,0.25480821
1995,Itasca,13192,5061,466.34225,0,0,6200.83,0.248827734
1996,Itasca,13163,5191,466.34225,0,0,4822.89,0.203986069
1997,Itasca,16345,1725,466.34225,0,0,5227.21571,0.219967722
1998,Itasca,18356.47,1346,466.34225,0,0,6293.27372,0.237822284
1999,Itasca,18468,0,466.34225,0,0,10455.30097,0.355747802
2000,Itasca,18287,0,466.34225,0,0,12210,0.394337275
2001,Itasca,19467,0,466.34225,0,0,17417,0.466314335
2002,Itasca,24126.28,0,466.34225,0,0,16180.59377,0.396843697
2003,Itasca,23511.99,0,466.34225,0,0,12584.68333,0.344191614
2004,Itasca,25173.09,0,466.34225,0,0,16930.71348,0.397713308
2005,Itasca,26263.65,0,466.34225,0,0,10982.998,0.29122586
2006,Itasca,26496.64,0,466.34225,0,0,9711.373474,0.264800111
2007,Itasca,27730.93,0,466.34225,0,0,11338.7324,0.2867951
2008,Itasca,25182.84,0,371.47875,0,0,11773.90152,0.31541556
2009,Itasca,26664.71,0,371.47875,0,0,11083.13148,0.290748403
2010,Itasca,25704.76,0,371.47875,0,0,8700.781755,0.250187671
2011,Itasca,23476.64,0,371.47875,0,86,11311.89734,0.323381153
2012,Itasca,22772.71,0,371.47875,0,64,13224.55069,0.364742012
2013,Itasca,21288.98,0,371.47875,0,34.25,14595.37995,0.403130179
2014,Itasca,21818,0,371.48,0,410.44,16592.71,0.433835392
2015,Itasca,22219,0,371.48,0,388.73,11160.31,0.338289466
2016,Itasca,22755,0,371.48,0,1345.71,10849.22,0.345256036
2017,Itasca,25492.36,0,371.47875,0,1313.79,8916.64,0.283436411
2018,Itasca,24612.94,0,371.47875,0,1701.62,11176.34,0.340125487
2019,Itasca,26036.07,0,371.47875,0,1092.71,7809.91,0.252126238
2020,Itasca,29194.14,0,1004.042,0,1219.27,8428.06,0.24211836
2021,Itasca,30286,0,0,0,1089.48,10253.44,0.272476922
2022,Itasca,28422,0,143.97425,0,995.89,10768.16,0.291694593
2023,Itasca,27449,0,52.46875,0,1197.9,9118.42,0.272790143
1991,Jackson,3964.2,0,1923.2945,0,0,774.01674,0.116192364
1992,Jackson,4108.51,0,1866.62825,0,0,666.39602,0.100337662
1993,Jackson,4035,0,1628.21025,0,0,888.773457,0.135649522
1994,Jackson,4130,0,1363.348,0,0,1958.293777,0.262800311
1995,Jackson,3706,0,950.314,0,0,1173.94,0.201353149
1996,Jackson,3815.32,0,950.314,0,0,889.21,0.157247486
1997,Jackson,3854.92,0,950.314,0,0,1907.843925,0.28419809
1998,Jackson,3799.85,0,950.314,0,0,1989.904685,0.295235075
1999,Jackson,3688,0,950.314,0,0,2047.722399,0.306268509
2000,Jackson,3826.87,0,950.314,0,0,1987.463768,0.293801516
2001,Jackson,3740.3,0,950.314,0,0,2197.242361,0.319002349
2002,Jackson,3883.1,0,945.277,0,0,2274.505774,0.320222908
2003,Jackson,3718,0,943.17825,0,0,2317.699997,0.332102082
2004,Jackson,3461.8,0,943.17825,577.09,0,2594.151737,0.342407129
2005,Jackson,3721.68,0,942.33875,608,0,2226.761522,0.296949829
2006,Jackson,4206.49,0,942.33875,624.2,0,3322.935427,0.365319757
2007,Jackson,4564.36,0,942.33875,603.4,0,3690.656763,0.376568598
2008,Jackson,4598.92,0,942.33875,617.12,30.86,3739.23,0.379725222
2009,Jackson,4259.8,0,839.5,607.61,24.25,3679.620002,0.393577366
2010,Jackson,4592.27,0,839.5,606.02,20.5,3891.809999,0.393193033
2011,Jackson,5790.37,0,839.5,605.19,26.5,3854.609999,0.349140936
2012,Jackson,4993.1,0,839.5,655.37,27.5,4137.766502,0.390986016
2013,Jackson,4763.62,0,839.5,833.48,38.95,4623.321999,0.420067192
2014,Jackson,4658,0,839.5,0,37.5,5492.66,0.501480822
2015,Jackson,4704,0,818.51,0,113.45,3795.66,0.414468564
2016,Jackson,5857,0,797.53,0,139,4387.1,0.404816187
2017,Jackson,5336,0,692.5875,0,127,3199.05,0.355550923
2018,Jackson,5147.4,0,629.625,0,97.19,4510.21,0.44368369
2019,Jackson,5202,80,619.13125,0,77,3336.06,0.366436538
2020,Jackson,5686.94,35.82,608.6375,0,51,3793.35,0.377795341
2021,Jackson,4409.5,5.27,629.625,0,116.44,4153.27,0.458413342
2022,Jackson,4319,3,503.7,0,73.88,3533.32,0.427753205
2023,Jackson,4654.95,3.42,571.6995,0,31.84,3075.62,0.372707527
1991,Kanabec,3629.9,0,1937.14625,0,0,892.76118,0.138202445
1992,Kanabec,5011,0,1827.17175,0,0,2896.21914,0.297524434
1993,Kanabec,4830.24,0,1827.17175,0,0,1097.73412,0.141549126
1994,Kanabec,5408.03,0,1804.925,0,0,1074.807791,0.129686119
1995,Kanabec,5858.86,0,1804.925,0,0,4820.59,0.386129862
1996,Kanabec,6240.01,0,1624.4325,0,0,2923.85,0.271020646
1997,Kanabec,7271.21,0,1469.125,0,0,3738.462003,0.299585128
1998,Kanabec,7398.19,0,1511.1,0,0,4374.264006,0.329299222
1999,Kanabec,7858.67,0,1343.2,0,0,4178.226649,0.312271784
2000,Kanabec,7454.75,0,1343.2,0,0,4595.163355,0.343098967
2001,Kanabec,8430.54,0,1343.2,0,0,1966.682334,0.167513764
2002,Kanabec,8604.75,0,1343.2,0,0,2292.691249,0.187301564
2003,Kanabec,9280.58,0,1259.25,0,0,1587.190703,0.130880514
2004,Kanabec,9314.96,0,1259.25,0,0,1304.842674,0.109844001
2005,Kanabec,9173.52,0,1259.25,0,0,1260.018916,0.107760341
2006,Kanabec,8191.81,0,1259.25,0,0,2373.789991,0.200745886
2007,Kanabec,8024,0,25.185,0,0,2750.373418,0.254674618
2008,Kanabec,7487.65,0,27.28375,0,0,2513.135001,0.250610069
2009,Kanabec,7498,0,27.28375,0,0,2106.180007,0.218677042
2010,Kanabec,7674.46,0,27.28375,0,0,1987.637981,0.205135687
2011,Kanabec,7452.41,0,27.28375,0,0,2522.239997,0.252175235
2012,Kanabec,7249.35,0,27.28375,0,0,2535.920001,0.258436291
2013,Kanabec,7230.19,0,27.28375,0,0,1641.493004,0.184458831
2014,Kanabec,7179,0,27.28,0,0,1350.93,0.157870381
2015,Kanabec,9137,0,41.98,0,349.3,1273.79,0.150257312
2016,Kanabec,7554,0,0,0,0,927.14,0.109317851
2017,Kanabec,8257.4,0,0,0,434,1121.05,0.158477241
2018,Kanabec,8889.7,0,0,0,789.08,1243.29,0.186079196
2019,Kanabec,9697.56,0,679.995,0,0,1106.63,0.096361213
2020,Kanabec,39458,0,0,0,0,2556.4,0.060845805
2021,Kanabec,10357.49,0,671.6,0,1.5,1033.46,0.085788769
2022,Kanabec,10355,0,755.55,0,0,2166.34,0.163166223
2023,Kanabec,12246.3,0,755.55,0,0,1173.56,0.082788434
1991,Kandiyohi,20604,0,3103.6315,0,0,3250.32094,0.120570023
1992,Kandiyohi,21055,0,2721.23925,0,0,3711.50262,0.135023919
1993,Kandiyohi,21761,0,2440.84625,0,0,4124.903942,0.145618679
1994,Kandiyohi,24722,0,1626.951,0,0,4383.756537,0.142641404
1995,Kandiyohi,23583,0,849.99375,0,0,6318.09,0.2054591
1996,Kandiyohi,22620.8,0,849.99375,0,156,7131.08,0.236917547
1997,Kandiyohi,24543,0,870.98125,0,156,6776.356863,0.214316589
1998,Kandiyohi,25128.2,0,870.98125,0,0,7218.537602,0.217309853
1999,Kandiyohi,24080.8,0,870.98125,0,156,7168.268636,0.226925806
2000,Kandiyohi,24264,0,870.98125,0,156,6897.140002,0.21912245
2001,Kandiyohi,25248.3,0,870.98125,0,156,7195.624,0.219642222
2002,Kandiyohi,27693.5,0,870.98125,0,0,7243.937348,0.202297047
2003,Kandiyohi,25245,0,870.98125,0,0,7242.551962,0.217112423
2004,Kandiyohi,25446,0,870.98125,0,0,7245.946536,0.215891372
2005,Kandiyohi,28443,0,839.5,0,0,7308.517599,0.199735292
2006,Kandiyohi,28118,0,839.5,0,0,6975.329471,0.194121353
2007,Kandiyohi,22888,0,839.5,0,0,7105.969474,0.230462857
2008,Kandiyohi,23150,0,839.5,0,0,7137.2512,0.229296374
2009,Kandiyohi,25043,0,839.5,0,0,7402.584014,0.222399439
2010,Kandiyohi,27476.7,0,419.75,0,0,5430.102345,0.162936216
2011,Kandiyohi,27828,0,419.75,0,0,5715.166,0.168276658
2012,Kandiyohi,24773,0,209.875,0,149.3,6723.893144,0.215757736
2013,Kandiyohi,27599,0,104.9375,0,0,4255.508006,0.133153374
2014,Kandiyohi,29318,0,104.94,0,242.85,6118.83,0.177776933
2015,Kandiyohi,32817,0,104.94,0,255.3,6065.42,0.161067573
2016,Kandiyohi,28361,0,104.94,0,351.71,5802.28,0.177758592
2017,Kandiyohi,30555.57,0,104.9375,0,162.6,6982.88,0.189003924
2018,Kandiyohi,30003,0,104.9375,0,131.5,5649.49,0.161080043
2019,Kandiyohi,31104.72,0,92.345,0,269.97,6476.29,0.177798335
2020,Kandiyohi,33936.58,0,92.345,0,192.87,6957.33,0.173636521
2021,Kandiyohi,33515.02,0,92.345,0,511.92,6929.34,0.181279154
2022,Kandiyohi,34158.24,0,92.345,0,814.35,12486.96,0.279721975
2023,Kandiyohi,37574.89,0,92.345,0,1217.42,14508.1,0.294525353
1991,Kittson,1675,0,356.7875,0,0,260.30336,0.113565899
1992,Kittson,1490,0,256.887,0,0,351.95128,0.167688613
1993,Kittson,1543.41,0,256.887,0,0,372.6949623,0.171512352
1994,Kittson,1867.42,0,185.5295,0,0,402.0795085,0.163777905
1995,Kittson,1929.65,0,178.8135,0,0,431.94,0.170028108
1996,Kittson,2149.81,0,169.99875,0,0,463.31,0.166471517
1997,Kittson,2269.53,0,146.9125,0,0,515.1538297,0.175724681
1998,Kittson,2016.86,0,125.925,0,10.8,502.8049304,0.193346965
1999,Kittson,2061.27,0,123.82625,0,19.68,512.5867911,0.195876216
2000,Kittson,1967.16,0,121.7275,0,20.62,516.934734,0.204670305
2001,Kittson,1901.89,0,121.7275,0,0,510.9299975,0.201586278
2002,Kittson,1398,0,112.07325,0,19.25,562.1672884,0.277991833
2003,Kittson,1707,0,107.03625,0,21.52,559.4400014,0.242572405
2004,Kittson,1738,0,100.74,0,31.94,581.3600003,0.250118269
2005,Kittson,1727,0,96.96225,0,65.44,640.199999,0.278952946
2006,Kittson,1653,0,90.24625,0,104.75,579.0099996,0.281729806
2007,Kittson,1747.27,0,89.8265,0,33.16,578.2799999,0.249716514
2008,Kittson,1590,0,83.95,0,16.64,559.2899985,0.255982541
2009,Kittson,1610,0,83.95,0,16.7,527.3600001,0.243099897
2010,Kittson,1600,0,83.95,0,17.1,587.892176,0.264310817
2011,Kittson,1595.63,0,83.95,0,17,660.5599968,0.287450044
2012,Kittson,1610,0,83.95,0,0,402.6200047,0.192037473
2013,Kittson,1684,0,83.95,0,0,426.2080915,0.194246756
2014,Kittson,1745,0,98.64,0,35,2048.43,0.530530395
2015,Kittson,1743,0,98.64,0,35,2139.22,0.541408316
2016,Kittson,1737,0,94.44,0,33.75,2297.83,0.560069373
2017,Kittson,1746,0,37.7775,0,34.14,3584.25,0.669803371
2018,Kittson,1755,0,92.345,0,34.14,351.21,0.172594107
2019,Kittson,1719,0,94.44375,0,0,1376.73,0.431553297
2020,Kittson,1767,0,94.44375,0,0,1533.71,0.451735065
2021,Kittson,1605.32,0,125.925,0,0,240.64,0.122035514
2022,Kittson,2185.05,0,125.925,0,0,1322.2,0.363924116
2023,Kittson,1815,0,10.49375,0,0,846.48,0.316799519
1991,Koochiching,15867,0,587.65,0,0,250.73424,0.015009187
1992,Koochiching,7692.465,0,587.65,0,0,778.31352,0.085921473
1993,Koochiching,6546.12,0,1339.0025,0,0,879.4138359,0.100337748
1994,Koochiching,7226,0,1329.34825,0,0,1522.961205,0.151112765
1995,Koochiching,7186.77,0,1325.5705,0,0,1984.64,0.189067704
1996,Koochiching,7747.14,0,1325.5705,0,0,1285.32,0.124089227
1997,Koochiching,7620.66,0,1301.225,0,0,2414.849917,0.21301106
1998,Koochiching,7749.07,0,1259.25,0,0,2110.288723,0.189797912
1999,Koochiching,7749.17,0,1259.25,0,0,2582.907498,0.222831035
2000,Koochiching,7663.43,0,1175.3,0,0,705.4471954,0.073913883
2001,Koochiching,8054.7,0,629.625,0,0,800.044989,0.084354047
2002,Koochiching,7866.23,0,545.675,0,0,1463.844076,0.148226131
2003,Koochiching,7945.19,0,545.675,0,0,1139.780004,0.118349291
2004,Koochiching,8387.82,0,524.6875,0,0,1087.149996,0.108718723
2005,Koochiching,8278.4,0,314.8125,0,0,1151.2984,0.118148403
2006,Koochiching,8069.23,0,314.8125,0,0,974.7800001,0.104156265
2007,Koochiching,7962.16,0,314.8125,0,0,929.9699949,0.101007473
2008,Koochiching,7651.79,0,314.8125,0,0,920.2300031,0.103549831
2009,Koochiching,7456,0,314.8125,0,0,747.9499996,0.087800311
2010,Koochiching,7654.6,0,314.8125,0,0,776.4292809,0.088776964
2011,Koochiching,7446,0,314.8125,0,0,655.139999,0.077845021
2012,Koochiching,7339.59,0,314.8125,0,0,4761.016001,0.383476079
2013,Koochiching,7200.88,0,314.8125,0,0,5817.367193,0.436311494
2014,Koochiching,7228,0,314.81,0,100,5998.44,0.447058737
2015,Koochiching,7184,0,314.81,0,100,5319.27,0.419510485
2016,Koochiching,7085,0,314.81,0,100,3924.26,0.352261497
2017,Koochiching,7025.39,0,314.8125,0,100,5208.8,0.419701079
2018,Koochiching,7232.28,0,314.8125,0,100,3636.84,0.331164689
2019,Koochiching,7429.05,0,314.8125,0,100,3079.66,0.29108376
2020,Koochiching,7493.4,0,314.8125,0,40,3832.1,0.331506541
2021,Koochiching,8656.69,0,314.8125,0,40,4889.92,0.354634211
2022,Koochiching,8372.09,0,314.8125,0,40,4381.25,0.337290095
2023,Koochiching,8188.11,0,314.8125,0,40,5046.67,0.374306294
1991,Lac qui Parle,1876,0,1894.33175,0,0,687.9947,0.154316806
1992,Lac qui Parle,1837.37,0,1894.33175,0,0,482.5131,0.114496559
1993,Lac qui Parle,1887.5,0,1888.875,0,0,559.6779359,0.129075439
1994,Lac qui Parle,2529.97,0,1888.875,0,0,1105.001398,0.200042021
1995,Lac qui Parle,2623.84,0,1888.875,0,0,2263.35,0.334021294
1996,Lac qui Parle,2493.78,0,1679,0,0,5023.23,0.546240163
1997,Lac qui Parle,2711,0,1679,0,0,2197.929999,0.333629835
1998,Lac qui Parle,2850.46,0,1679,0,0,3157.689999,0.410775125
1999,Lac qui Parle,3375.1,0,1679,0,0,1430.650315,0.220617641
2000,Lac qui Parle,2062.93,0,1679,0,0,1271.459966,0.25361282
